Auction ID,Client ID,Client Name,Address 1,Address 2,Address 3,Province,Contact Person,Phone,Phone 2,Email,Preferred Number,Total Value,Attendance
1619,MCK18,Mckee Farms,3021 Mckeefarm Road,RD15,Oamaru,North Otago,Alika Mckee,(03)743-2868,(021)908-8911,Mckee.Farms@emailProvide.co.nz,"N,35275,"N
1619,MCL46,Mclean Farms,2991 Mcleanfar Road,RD14,Oamaru,North Otago,Ferdinand Mclean,(03)703-9987,(021)923-6612,Mclean.Farms@emailProvide.co.nz,"N,47473,"N
1620,MCL46,Mclean Farms,2991 Mcleanfar Road,RD14,Oamaru,North Otago,Ferdinand Mclean,(03)703-9987,(021)923-6612,Mclean.Farms@emailProvide.co.nz,"N,47473,"N
1621,MCL46,Mclean Farms,2991 Mcleanfar Road,RD14,Oamaru,North Otago,Ferdinand Mclean,(03)703-9987,(021)923-6612,Mclean.Farms@emailProvide.co.nz,"N,47473,"N
1619,MEG54,Meghan Dalton,4912 Dndalt Road,RD11,Timaru,South Canterbury,Meghan Dalton,(03)095-7171,(021)299-3270,Meghan.Dalton@emailProvide.co.nz,39,481146,"N
1620,MEG54,Meghan Dalton,4912 Dndalt Road,RD11,Timaru,South Canterbury,Meghan Dalton,(03)095-7171,(021)299-3270,Meghan.Dalton@emailProvide.co.nz,39,481146,"N
1621,MEG54,Meghan Dalton,4912 Dndalt Road,RD11,Timaru,South Canterbury,Meghan Dalton,(03)095-7171,(021)299-3270,Meghan.Dalton@emailProvide.co.nz,39,481146,"N
1619,MEL94,Melissa Ruiz,2913 Relissar Road,RD5,Ashburton,Mid Canterbury,Melissa Ruiz,(03)224-6947,(021)435-1322,Melissa.Ruiz@emailProvide.co.nz,48,350645,"N
1620,MEL94,Melissa Ruiz,2913 Relissar Road,RD5,Ashburton,Mid Canterbury,Melissa Ruiz,(03)224-6947,(021)435-1322,Melissa.Ruiz@emailProvide.co.nz,48,350645,"N
1621,MEL94,Melissa Ruiz,2913 Relissar Road,RD5,Ashburton,Mid Canterbury,Melissa Ruiz,(03)224-6947,(021)435-1322,Melissa.Ruiz@emailProvide.co.nz,48,350645,"N
1619,NOL48,Nola Trading,4886 Vlatrading Road,RD4,Oamaru,North Otago,Nola Vasquez,(03)421-3219,(021)934-7606,Nola.Trading@emailProvide.co.nz,63,627535,"N
1620,NOL48,Nola Trading,4886 Vlatrading Road,RD4,Oamaru,North Otago,Nola Vasquez,(03)421-3219,(021)934-7606,Nola.Trading@emailProvide.co.nz,63,627535,"N
1621,NOL48,Nola Trading,4886 Vlatrading Road,RD4,Oamaru,North Otago,Nola Vasquez,(03)421-3219,(021)934-7606,Nola.Trading@emailProvide.co.nz,63,627535,"N
1619,ROA87,Roary Gillespie,1199 Grygill Road,RD8,Oamaru,North Otago,Roary Gillespie,(03)290-3736,(021)530-2849,Roary.Gillespie@emailProvide.co.nz,54,571661,"N
1620,ROA87,Roary Gillespie,1199 Grygill Road,RD8,Oamaru,North Otago,Roary Gillespie,(03)290-3736,(021)530-2849,Roary.Gillespie@emailProvide.co.nz,54,571661,"N
1621,ROA87,Roary Gillespie,1199 Grygill Road,RD8,Oamaru,North Otago,Roary Gillespie,(03)290-3736,(021)530-2849,Roary.Gillespie@emailProvide.co.nz,54,571661,"N
1619,ROS88,Rosales Farms,2812 Rlesfarm Road,RD14,Oamaru,North Otago,Elizabeth Rosales,(03)414-8115,(021)290-1538,Rosales.Farms@emailProvide.co.nz,61,1418825,"N
1620,ROS88,Rosales Farms,2812 Rlesfarm Road,RD14,Oamaru,North Otago,Elizabeth Rosales,(03)414-8115,(021)290-1538,Rosales.Farms@emailProvide.co.nz,61,1418825,"N
1621,ROS88,Rosales Farms,2812 Rlesfarm Road,RD14,Oamaru,North Otago,Elizabeth Rosales,(03)414-8115,(021)290-1538,Rosales.Farms@emailProvide.co.nz,61,1418825,"N
1620,SAM65,Samson Pollard,2039 Pnpoll Road,RD15,Ashburton,Mid Canterbury,Samson Pollard,(03)946-9385,(021)783-7149,Samson.Pollard@emailProvide.co.nz,"N,108817,"N
1621,SAM65,Samson Pollard,2039 Pnpoll Road,RD15,Ashburton,Mid Canterbury,Samson Pollard,(03)946-9385,(021)783-7149,Samson.Pollard@emailProvide.co.nz,"N,108817,"N
1619,SAM65,Samson Pollard,2039 Pnpoll Road,RD15,Ashburton,Mid Canterbury,Samson Pollard,(03)946-9385,(021)783-7149,Samson.Pollard@emailProvide.co.nz,"N,108817,"N
1620,STE54,Stephanie Rodriguez,4035 Rhanierodr Road,RD9,Timaru,South Canterbury,Stephanie Rodriguez,(03)568-9203,(021)837-2178,Stephanie.Rodriguez@emailProvide.co.nz,"N,8333,"N
1621,STE54,Stephanie Rodriguez,4035 Rhanierodr Road,RD9,Timaru,South Canterbury,Stephanie Rodriguez,(03)568-9203,(021)837-2178,Stephanie.Rodriguez@emailProvide.co.nz,"N,8333,"N
1619,STE54,Stephanie Rodriguez,4035 Rhanierodr Road,RD9,Timaru,South Canterbury,Stephanie Rodriguez,(03)568-9203,(021)837-2178,Stephanie.Rodriguez@emailProvide.co.nz,"N,8333,"N
1620,SUK96,Suki Golden,3327 Gigolde Road,RD5,Oamaru,North Otago,Suki Golden,(03)827-9773,(021)361-3942,Suki.Golden@emailProvide.co.nz,"N,47396,"N
1621,SUK96,Suki Golden,3327 Gigolde Road,RD5,Oamaru,North Otago,Suki Golden,(03)827-9773,(021)361-3942,Suki.Golden@emailProvide.co.nz,"N,47396,"N
1619,SUK96,Suki Golden,3327 Gigolde Road,RD5,Oamaru,North Otago,Suki Golden,(03)827-9773,(021)361-3942,Suki.Golden@emailProvide.co.nz,"N,47396,"N
1620,SYD61,Sydnee Ayala,1492 Aeeayal Road,RD5,Oamaru,North Otago,Sydnee Ayala,(03)800-2936,(021)187-4767,Sydnee.Ayala@emailProvide.co.nz,"N,119246,"N
1619,SYD61,Sydnee Ayala,1492 Aeeayal Road,RD5,Oamaru,North Otago,Sydnee Ayala,(03)800-2936,(021)187-4767,Sydnee.Ayala@emailProvide.co.nz,"N,119246,"N
1621,SYD61,Sydnee Ayala,1492 Aeeayal Road,RD5,Oamaru,North Otago,Sydnee Ayala,(03)800-2936,(021)187-4767,Sydnee.Ayala@emailProvide.co.nz,"N,119246,"N
1620,URI16,Urielle Davidson,4839 Dielle Road,RD4,Oamaru,North Otago,Urielle Davidson,(03)893-4516,(021)462-3519,Urielle.Davidson@emailProvide.co.nz,"N,68553,"N
1619,URI16,Urielle Davidson,4839 Dielle Road,RD4,Oamaru,North Otago,Urielle Davidson,(03)893-4516,(021)462-3519,Urielle.Davidson@emailProvide.co.nz,"N,68553,"N
1621,URI16,Urielle Davidson,4839 Dielle Road,RD4,Oamaru,North Otago,Urielle Davidson,(03)893-4516,(021)462-3519,Urielle.Davidson@emailProvide.co.nz,"N,68553,"N
1619,VAL46,Valenzuela Farms,2415 Vnzuela Road,RD12,Timaru,South Canterbury,Clinton Valenzuela,(03)221-6872,(021)400-9607,Valenzuela.Farms@emailProvide.co.nz,46,710304,"N
1620,VAL46,Valenzuela Farms,2415 Vnzuela Road,RD12,Timaru,South Canterbury,Clinton Valenzuela,(03)221-6872,(021)400-9607,Valenzuela.Farms@emailProvide.co.nz,46,710304,"N
1621,VAL46,Valenzuela Farms,2415 Vnzuela Road,RD12,Timaru,South Canterbury,Clinton Valenzuela,(03)221-6872,(021)400-9607,Valenzuela.Farms@emailProvide.co.nz,46,710304,"N
1619,VER19,Vernon Mcgee,2171 Mnmcgee Road,RD14,Waimate,South Canterbury,Vernon Mcgee,(03)429-3306,(021)822-9878,Vernon.Mcgee@emailProvide.co.nz,64,397619,"N
1620,VER19,Vernon Mcgee,2171 Mnmcgee Road,RD14,Waimate,South Canterbury,Vernon Mcgee,(03)429-3306,(021)822-9878,Vernon.Mcgee@emailProvide.co.nz,64,397619,"N
1621,VER19,Vernon Mcgee,2171 Mnmcgee Road,RD14,Waimate,South Canterbury,Vernon Mcgee,(03)429-3306,(021)822-9878,Vernon.Mcgee@emailProvide.co.nz,64,397619,"N
1619,VIO55,Violet Trading,1094 Gettrading Road,RD7,Oamaru,North Otago,Violet Garner,(03)574-6581,(021)933-6326,Violet.Trading@emailProvide.co.nz,"N,30745,"N
1620,VIO55,Violet Trading,1094 Gettrading Road,RD7,Oamaru,North Otago,Violet Garner,(03)574-6581,(021)933-6326,Violet.Trading@emailProvide.co.nz,"N,30745,"N
1621,VIO55,Violet Trading,1094 Gettrading Road,RD7,Oamaru,North Otago,Violet Garner,(03)574-6581,(021)933-6326,Violet.Trading@emailProvide.co.nz,"N,30745,"N
1619,WAN55,Wang Riley,3137 Rngrile Road,RD12,Oamaru,North Otago,Wang Riley,(03)464-6413,(021)541-9186,Wang.Riley@emailProvide.co.nz,67,90222,"N
1620,WAN55,Wang Riley,3137 Rngrile Road,RD12,Oamaru,North Otago,Wang Riley,(03)464-6413,(021)541-9186,Wang.Riley@emailProvide.co.nz,67,90222,"N
1621,WAN55,Wang Riley,3137 Rngrile Road,RD12,Oamaru,North Otago,Wang Riley,(03)464-6413,(021)541-9186,Wang.Riley@emailProvide.co.nz,67,90222,"N
1619,WHI59,Whitaker Farms,1127 Wtakerfarm Road,RD13,Oamaru,North Otago,Silas Whitaker,(03)210-9623,(021)747-8607,Whitaker.Farms@emailProvide.co.nz,45,118063,"N
1620,WHI59,Whitaker Farms,1127 Wtakerfarm Road,RD13,Oamaru,North Otago,Silas Whitaker,(03)210-9623,(021)747-8607,Whitaker.Farms@emailProvide.co.nz,45,118063,"N
1621,WHI59,Whitaker Farms,1127 Wtakerfarm Road,RD13,Oamaru,North Otago,Silas Whitaker,(03)210-9623,(021)747-8607,Whitaker.Farms@emailProvide.co.nz,45,118063,"N
1619,ZEP35,Zephania Houston,4111 Hphania Road,RD15,Oamaru,North Otago,Zephania Houston,(03)483-4793,(021)789-8668,Zephania.Houston@emailProvide.co.nz,71,56332,"N
1620,ZEP35,Zephania Houston,4111 Hphania Road,RD15,Oamaru,North Otago,Zephania Houston,(03)483-4793,(021)789-8668,Zephania.Houston@emailProvide.co.nz,71,56332,"N
1621,ZEP35,Zephania Houston,4111 Hphania Road,RD15,Oamaru,North Otago,Zephania Houston,(03)483-4793,(021)789-8668,Zephania.Houston@emailProvide.co.nz,71,56332,"N
