auction ID,lot,Buyer,Seller,Agent,Auctioneer,Breed,Quantity,Selling Price,Seller Auction ID,Buyer Auction ID,PassedIn,Buyer Auction Date,Seller Auction Date,Buyer Auction Time,Seller Auction Time
S1620,246,Bianca Foster,Hermione Compton,Jane Jetson,Jane Jetson,Romney,100,7800.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,258,Bianca Foster,Kirk Cameron,Lisa Andrewson,Jane Jetson,Merino,20,1620.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,295,Bianca Foster,Adena Rich,Dave Doppler,Dave Doppler,Romney,45,4455.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,321,Bianca Foster,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Merino,45,4320.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,333,Bianca Foster,Dillard Farms,Dave Doppler,Dave Doppler,Merino,50,4900.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,130,Jocelyn Dickson,Burch Farms,Jane Jetson,Jane Jetson,Romney,15,1305.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,138,Jocelyn Dickson,Rosales Farms,Michael Krueger,Micheal Angel,Merino,40,3120.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,177,Jocelyn Dickson,Brent Ramirez,Jane Jetson,Jane Jetson,Merino,5,490.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,203,Jocelyn Dickson,Lee Chase,Dave Doppler,Dave Doppler,Merino,40,3240.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,204,Jocelyn Dickson,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Merino,75,7575.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,210,Jocelyn Dickson,Gannon Trading,Jane Jetson,Jane Jetson,Suffolk X,95,7885.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,223,Jocelyn Dickson,Burch Farms,Jane Jetson,Jane Jetson,Merino,15,1395.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,227,Jocelyn Dickson,Ayala Farms,David Sidebottom,Donald Quagley,Romney,20,1700.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,231,Jocelyn Dickson,Samson Pollard,Micheal Angel,Micheal Angel,Merino,50,4950.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,233,Jocelyn Dickson,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Merino,10,1010.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,237,Jocelyn Dickson,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Romney,30,2910.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,253,Jocelyn Dickson,Brent Ramirez,Jane Jetson,Jane Jetson,Merino,25,2450.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,266,Jocelyn Dickson,Dillard Farms,Dave Doppler,Dave Doppler,Romney,20,1660.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,267,Jocelyn Dickson,Bright Farms,Donald Quagley,Donald Quagley,Romney,10,830.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,316,Jocelyn Dickson,Hermione Compton,Jane Jetson,Jane Jetson,Romney,100,8400.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,334,Jocelyn Dickson,Everett Farms,David Sidebottom,Micheal Angel,Merino,35,3045.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,347,Jocelyn Dickson,Burch Farms,Jane Jetson,Jane Jetson,Merino,20,1980.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,357,Jocelyn Dickson,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Romney,50,5250.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,360,Jocelyn Dickson,Bright Farms,Donald Quagley,Donald Quagley,Merino,25,2000.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,173,Marks Farms,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Romney,70,6300.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,189,Marks Farms,Brent Ramirez,Jane Jetson,Jane Jetson,Romney,45,3915.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,200,Marks Farms,Gannon Trading,Jane Jetson,Jane Jetson,Merino,15,1170.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,232,Marks Farms,Hardin Farms,Homer Palin,Ralph Wigwam,Merino,90,8550.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,252,Marks Farms,Ayala Farms,David Sidebottom,Donald Quagley,Merino,75,7650.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,304,Marks Farms,Kirk Cameron,Lisa Andrewson,Jane Jetson,Merino,25,2100.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,312,Marks Farms,Ayala Farms,David Sidebottom,Donald Quagley,Merino,15,1275.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,314,Marks Farms,Gannon Trading,Jane Jetson,Jane Jetson,Merino,35,2730.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,331,Marks Farms,Ayala Farms,David Sidebottom,Donald Quagley,Merino,70,7280.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,343,Marks Farms,Burch Farms,Jane Jetson,Jane Jetson,Merino,20,1820.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,111,Bright Farms,Rosales Farms,Michael Krueger,Micheal Angel,Merino,85,7650.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,144,Bright Farms,Cecilia Trading,Michael Krueger,Donald Quagley,Suffolk X,100,10100.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,190,Bright Farms,Juliet Hayes,Homer Palin,Ralph Wigwam,Romney,10,960.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,194,Bright Farms,Bianca Foster,Bart O'Keefe,Ralph Wigwam,Merino,70,6090.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,211,Bright Farms,Everett Farms,David Sidebottom,Micheal Angel,Romney,100,9400.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,212,Bright Farms,Brent Ramirez,Jane Jetson,Jane Jetson,Merino,95,8740.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,251,Bright Farms,Brent Ramirez,Jane Jetson,Jane Jetson,Merino,75,7275.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,264,Bright Farms,Germane Blackburn,Leonardo Capris,Micheal Angel,Merino,20,2040.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,278,Bright Farms,Adena Rich,Dave Doppler,Dave Doppler,Merino,15,1275.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,358,Bright Farms,Brody Stanley,Bart O'Keefe,Jane Jetson,Merino,10,840.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,133,Autumn Mooney,Samson Pollard,Micheal Angel,Micheal Angel,Merino,75,6225.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,153,Autumn Mooney,Carr Farms,Homer Palin,Ralph Wigwam,Romney,10,800.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,172,Autumn Mooney,Bianca Foster,Bart O'Keefe,Ralph Wigwam,Suffolk X,20,1620.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,202,Autumn Mooney,Ayala Farms,David Sidebottom,Donald Quagley,Romney,45,3870.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,254,Autumn Mooney,Dillard Farms,Dave Doppler,Dave Doppler,Merino,35,2730.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,269,Autumn Mooney,Carr Farms,Homer Palin,Micheal Angel,Suffolk X,90,7920.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,274,Autumn Mooney,Brent Ramirez,Jane Jetson,Jane Jetson,Merino,5,505.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,298,Autumn Mooney,Illiana Maldonado,Dave Doppler,Dave Doppler,Merino,45,3735.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,300,Autumn Mooney,Burch Farms,Jane Jetson,Jane Jetson,Romney,35,3360.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,309,Autumn Mooney,Hasad Harrington,Alister Byng,Alister Byng,Suffolk X,95,9120.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,345,Autumn Mooney,Brent Ramirez,Jane Jetson,Jane Jetson,Romney,45,4410.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,355,Autumn Mooney,Rosales Farms,Michael Krueger,Micheal Angel,Merino,50,4800.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,115,Macdonald Farms,Germane Blackburn,Leonardo Capris,Micheal Angel,Romney,40,3720.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,165,Macdonald Farms,Everett Farms,David Sidebottom,Micheal Angel,Merino,25,2375.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,179,Macdonald Farms,Rosales Farms,Michael Krueger,Micheal Angel,Romney,35,3640.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,214,Macdonald Farms,Bright Farms,Donald Quagley,Donald Quagley,Merino,60,4740.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,225,Macdonald Farms,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Romney,5,445.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,234,Macdonald Farms,Bianca Foster,Bart O'Keefe,Ralph Wigwam,Merino,45,3960.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,241,Macdonald Farms,Bianca Foster,Bart O'Keefe,Ralph Wigwam,Merino,35,3395.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,281,Macdonald Farms,Brent Ramirez,Jane Jetson,Jane Jetson,Merino,50,4700.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,296,Macdonald Farms,Camden Hatfield,Lisa Andrewson,Jane Jetson,Romney,75,6150.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,335,Macdonald Farms,Brody Stanley,Bart O'Keefe,Jane Jetson,Romney,85,7395.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,348,Macdonald Farms,Lee Chase,Dave Doppler,Dave Doppler,Romney,20,1660.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,350,Macdonald Farms,Gannon Trading,Jane Jetson,Jane Jetson,Suffolk X,80,6400.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,105,Dillard Farms,Dillard Farms,Dave Doppler,Dave Doppler,Merino,40,3240.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,119,Dillard Farms,Macdonald Farms,Donald Quagley,Donald Quagley,Merino,55,4455.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,121,Dillard Farms,Bright Farms,Donald Quagley,Donald Quagley,Romney,90,7110.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,149,Dillard Farms,Daniel Farms,Donald Quagley,Donald Quagley,Romney,45,4365.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,229,Dillard Farms,Carr Farms,Homer Palin,Micheal Angel,Suffolk X,10,780.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,270,Dillard Farms,Barclay Barr,Leonardo Capris,Donald Quagley,Romney,65,5460.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,273,Dillard Farms,Samson Pollard,Micheal Angel,Micheal Angel,Merino,90,7650.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,282,Dillard Farms,Aiko Swanson,Micheal Angel,Micheal Angel,Merino,10,810.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,308,Dillard Farms,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Merino,45,4500.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,336,Dillard Farms,Lee Chase,Dave Doppler,Dave Doppler,Romney,40,4040.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,339,Dillard Farms,Lee Chase,Dave Doppler,Dave Doppler,Suffolk X,35,2975.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,120,Anastasia Trading,Illiana Maldonado,Dave Doppler,Dave Doppler,Romney,35,2905.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,137,Anastasia Trading,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Merino,20,1960.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,143,Anastasia Trading,Kirk Cameron,Lisa Andrewson,Jane Jetson,Merino,10,1000.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,152,Anastasia Trading,Dillard Farms,Dave Doppler,Dave Doppler,Suffolk X,45,3510.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,167,Anastasia Trading,Illiana Maldonado,Dave Doppler,Dave Doppler,Merino,45,3825.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,188,Anastasia Trading,Burch Farms,Jane Jetson,Jane Jetson,Romney,55,5170.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,243,Anastasia Trading,Germane Blackburn,Leonardo Capris,Micheal Angel,Merino,25,2350.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,248,Anastasia Trading,Everett Farms,David Sidebottom,Micheal Angel,Merino,5,455.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,280,Anastasia Trading,Carr Farms,Homer Palin,Micheal Angel,Romney,20,2000.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,288,Anastasia Trading,Hasad Harrington,Alister Byng,Alister Byng,Merino,35,3360.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,289,Anastasia Trading,Bright Farms,Donald Quagley,Donald Quagley,Suffolk X,25,2150.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,299,Anastasia Trading,Samson Pollard,Micheal Angel,Micheal Angel,Suffolk X,10,870.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,307,Anastasia Trading,Carr Farms,Homer Palin,Ralph Wigwam,Romney,10,910.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,325,Anastasia Trading,Bianca Foster,Bart O'Keefe,Ralph Wigwam,Romney,20,1680.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,122,Ina Trading,Brody Stanley,Bart O'Keefe,Jane Jetson,Romney,95,8265.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,145,Ina Trading,Juliet Hayes,Homer Palin,Micheal Angel,Romney,35,3255.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,157,Ina Trading,Brent Ramirez,Jane Jetson,Jane Jetson,Merino,70,6370.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,197,Ina Trading,Illiana Maldonado,Dave Doppler,Dave Doppler,Merino,65,6565.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,250,Ina Trading,Macdonald Farms,Donald Quagley,Donald Quagley,Romney,65,5785.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,323,Ina Trading,Carr Farms,Homer Palin,Ralph Wigwam,Merino,20,1620.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1620,356,Ina Trading,Hermione Compton,Jane Jetson,Jane Jetson,Romney,40,4000.00,1620,1620,"N,2019-08-10,2019-08-10,11:30:00,11:30:00
S1621,112,Camden Hatfield,Burch Farms,Jane Jetson,Jane Jetson,Romney,27,2241.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,116,Camden Hatfield,Adena Rich,Dave Doppler,Dave Doppler,Merino,99,11682.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,136,Camden Hatfield,Lee Chase,Dave Doppler,Dave Doppler,Merino,86,8170.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,155,Camden Hatfield,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Merino,18,1980.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,193,Camden Hatfield,Rosales Farms,Michael Krueger,Micheal Angel,Suffolk X,48,4800.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,218,Camden Hatfield,Cecilia Trading,Michael Krueger,Donald Quagley,Romney,45,3780.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,239,Camden Hatfield,Bright Farms,Donald Quagley,Donald Quagley,Romney,91,9464.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,336,Camden Hatfield,Carr Farms,Homer Palin,Micheal Angel,Romney,73,8249.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,362,Camden Hatfield,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Merino,64,6080.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,215,Nola Trading,Everett Farms,David Sidebottom,Micheal Angel,Romney,44,3828.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,221,Nola Trading,Carr Farms,Homer Palin,Ralph Wigwam,Romney,65,6110.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,230,Nola Trading,Illiana Maldonado,Dave Doppler,Dave Doppler,Merino,40,4440.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,268,Nola Trading,Daniel Farms,Donald Quagley,Donald Quagley,Romney,51,5202.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,278,Nola Trading,Kirk Cameron,Lisa Andrewson,Jane Jetson,Romney,82,7216.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,284,Nola Trading,Hasad Harrington,Alister Byng,Alister Byng,Merino,3,258.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,312,Nola Trading,Juliet Hayes,Homer Palin,Ralph Wigwam,Merino,46,4370.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,319,Nola Trading,Meghan Dalton,Ralph Wigwam,Ralph Wigwam,Suffolk X,66,5808.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,338,Nola Trading,Carr Farms,Homer Palin,Micheal Angel,Romney,37,3219.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,355,Nola Trading,Lee Chase,Dave Doppler,Dave Doppler,Romney,85,7735.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,360,Nola Trading,Aiko Swanson,Micheal Angel,Micheal Angel,Romney,87,9831.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,125,Vernon Mcgee,Rosales Farms,Michael Krueger,Micheal Angel,Merino,44,5104.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,186,Vernon Mcgee,Kylynn Trading,Michael Krueger,Donald Quagley,Merino,43,4859.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,222,Vernon Mcgee,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Romney,49,5488.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,281,Vernon Mcgee,Hardin Farms,Homer Palin,Ralph Wigwam,Merino,27,2268.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,282,Vernon Mcgee,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Romney,82,7544.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,300,Vernon Mcgee,Ayala Farms,David Sidebottom,Donald Quagley,Merino,94,8366.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,322,Vernon Mcgee,Juliet Hayes,Homer Palin,Ralph Wigwam,Merino,27,2997.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,351,Vernon Mcgee,Gannon Trading,Jane Jetson,Jane Jetson,Romney,57,5643.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,357,Vernon Mcgee,Samson Pollard,Micheal Angel,Micheal Angel,Romney,60,4860.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,363,Vernon Mcgee,Barclay Barr,Leonardo Capris,Donald Quagley,Romney,40,3600.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,102,Bianca Foster,Juliet Hayes,Homer Palin,Ralph Wigwam,Merino,33,3432.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,121,Bianca Foster,Hermione Compton,Jane Jetson,Jane Jetson,Merino,62,6200.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,131,Bianca Foster,Hermione Compton,Jane Jetson,Jane Jetson,Suffolk X,99,9306.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,137,Bianca Foster,Carr Farms,Homer Palin,Micheal Angel,Romney,34,3808.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,174,Bianca Foster,Lee Chase,Dave Doppler,Dave Doppler,Suffolk X,122,12688.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,207,Bianca Foster,Hasad Harrington,Alister Byng,Alister Byng,Romney,29,2726.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,240,Bianca Foster,Brody Stanley,Bart O'Keefe,Jane Jetson,Romney,47,4606.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,265,Bianca Foster,Carr Farms,Homer Palin,Ralph Wigwam,Romney,47,4371.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,290,Bianca Foster,Samson Pollard,Micheal Angel,Micheal Angel,Suffolk X,40,4080.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,307,Bianca Foster,Adena Rich,Dave Doppler,Dave Doppler,Romney,116,11484.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,308,Bianca Foster,Bright Farms,Donald Quagley,Donald Quagley,Merino,92,8464.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,132,Jocelyn Dickson,Everett Farms,David Sidebottom,Micheal Angel,Merino,66,7788.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,138,Jocelyn Dickson,Brody Stanley,Bart O'Keefe,Jane Jetson,Merino,71,6035.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,153,Jocelyn Dickson,Ayala Farms,David Sidebottom,Donald Quagley,Merino,112,11536.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,183,Jocelyn Dickson,Bianca Foster,Bart O'Keefe,Ralph Wigwam,Merino,11,1210.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,217,Jocelyn Dickson,Hermione Compton,Jane Jetson,Jane Jetson,Merino,21,2016.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,252,Jocelyn Dickson,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Merino,78,7488.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,323,Jocelyn Dickson,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Merino,15,1290.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,337,Jocelyn Dickson,Brent Ramirez,Jane Jetson,Jane Jetson,Romney,75,8325.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,140,Wang Riley,Brody Stanley,Bart O'Keefe,Jane Jetson,Romney,61,5307.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,149,Wang Riley,Kylynn Trading,Michael Krueger,Donald Quagley,Merino,22,2486.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,167,Wang Riley,Burch Farms,Jane Jetson,Jane Jetson,Merino,42,4620.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,180,Wang Riley,Rosales Farms,Michael Krueger,Micheal Angel,Merino,25,2800.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,210,Wang Riley,Carr Farms,Homer Palin,Micheal Angel,Romney,127,14732.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,223,Wang Riley,Juliet Hayes,Homer Palin,Ralph Wigwam,Merino,8,928.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,243,Wang Riley,Daniel Farms,Donald Quagley,Donald Quagley,Romney,2,228.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,248,Wang Riley,Hasad Harrington,Alister Byng,Alister Byng,Merino,29,2407.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,275,Wang Riley,Fitzpatrick Farms,Bart O'Keefe,Jane Jetson,Romney,84,7140.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,103,Adena Rich,Carr Farms,Homer Palin,Micheal Angel,Merino,16,1760.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,196,Adena Rich,Samson Pollard,Micheal Angel,Micheal Angel,Romney,25,2100.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,235,Adena Rich,Juliet Hayes,Homer Palin,Ralph Wigwam,Merino,83,7553.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
S1621,263,Adena Rich,Brent Ramirez,Jane Jetson,Jane Jetson,Merino,30,3480.00,1621,1621,0,2018-08-02,2018-08-02,11:00:00,11:00:00
